,medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_hour,pickup_day
251,7F0D6ADE60EF829A5308FB58BA817201,681EA02AB4B298F6565A8719A30BF766,VTS,1,,2013-01-13 04:39:00,2013-01-13 04:43:00,1,240,1.17,-73.982262,40.731097999999996,-73.99651300000001,40.737846000000005,4,Sunday
252,1F7AC0BAC6F096CF7332414564DD232B,AC9B7E89F57393F0BD484AE4787DE2E9,VTS,1,,2013-01-13 04:41:00,2013-01-13 04:45:00,6,240,1.32,-73.971802,40.794418,-73.962631,40.809528,4,Sunday
253,8F26F4F3008E69F65A0E2165AF9E48E3,124B03E4E34BCBAD0203583F0FC6D984,VTS,1,,2013-01-13 04:43:00,2013-01-13 04:49:00,1,360,2.28,-73.99629200000001,40.738121,-73.999718,40.761463,4,Sunday
254,12B46A3AAAEAD50862647CDDCC705479,E798FDEBD71DA5BF22AF5EF807D60EF7,VTS,1,,2013-01-13 04:38:00,2013-01-13 04:47:00,5,540,1.41,-74.005219,40.740604,-73.994621,40.723892,4,Sunday
255,A105D655494EF46AA81DE3463444D4B5,32CE49AC4B6F50D72684EB0B37A6E682,VTS,1,,2013-01-13 04:40:00,2013-01-13 04:45:00,1,300,1.29,-73.95752,40.801159000000006,-73.94403100000001,40.809711,4,Sunday
256,6337221680B06AFC43658D3DF883D2C6,572D6974394F8C51BD1EFFADECF1C3CB,VTS,1,,2013-01-13 04:39:00,2013-01-13 04:48:00,1,540,2.05,-73.92482,40.761772,-73.907364,40.753197,4,Sunday
257,EDC498F8AB44E4697ECB239CF11E001F,B1515483BAAFBC7DB7677DE5F46764A0,VTS,1,,2013-01-13 04:29:00,2013-01-13 04:44:00,1,900,8.36,-73.994637,40.720535,-73.919632,40.754128,4,Sunday
258,1A052D0501F70E8A989BA6BF44A72880,5428D441EB23C859AF5AEA63B3BB6897,VTS,1,,2013-01-13 04:38:00,2013-01-13 04:46:00,5,480,1.92,-73.971642,40.76263,-73.99789399999999,40.722618,4,Sunday
259,49F90D09F4B18C950DB34C9837FD5F6E,B3EF81B3356EBD377C83E11B1085F5D4,VTS,1,,2013-01-13 04:30:00,2013-01-13 04:45:00,1,900,4.82,-73.991943,40.757979999999996,-73.946968,40.790138,4,Sunday
260,F1088AC57DE0D89227D4770B53427A2D,441128AF2489F5C79C8F658C55C376C4,VTS,1,,2013-01-13 04:16:00,2013-01-13 04:47:00,5,1860,8.65,-73.982536,40.731246999999996,-73.94160500000001,40.674995,4,Sunday
261,7605CEF44F3D72835498D97AA47CCF11,AE2D814BE6054A0D74F03234B01F2299,VTS,1,,2013-01-13 04:38:00,2013-01-13 04:49:00,1,660,3.54,-73.97332800000001,40.754566,-73.962914,40.794117,4,Sunday
262,085667DDB5779227D5FA7B6C623EE535,A9E021DF57613D5EC9EBBDFA2999981A,VTS,1,,2013-01-13 04:27:00,2013-01-13 04:47:00,1,1200,11.05,-73.968918,40.753971,-73.976288,40.653717,4,Sunday
263,0E2CA825AD133D022E902949D3D48128,051E51520D3FF77D6185A9CAF4881877,VTS,1,,2013-01-13 04:50:00,2013-01-13 04:57:00,1,420,2.5,-73.983078,40.693709999999996,-74.005981,40.714344,4,Sunday
264,1E458474C81162E1EF9E4DD5F5D35238,21CCA2C85614A7E5283CBE37F25B54F7,VTS,1,,2013-01-13 04:45:00,2013-01-13 04:52:00,5,420,2.0,-73.95566600000001,40.779266,-73.981033,40.778481,4,Sunday
265,D01B73345CD09E6B5B8B5076436C0482,47DEE702F32D742C2071566690ACF30E,VTS,1,,2013-01-13 04:20:00,2013-01-13 04:52:00,1,1920,11.37,-73.99279,40.75882,-73.827072,40.709705,4,Sunday
266,068BBBB507BB54C49473D17F9C6376B4,CFE3E61481F7E65FB280133D2CB735FB,VTS,1,,2013-01-13 11:04:00,2013-01-13 11:11:00,1,420,1.97,-73.96687299999999,40.75312,-73.96869699999999,40.747532,11,Sunday
267,94E10E3A3763877CEA55466456D473A5,3D049230C732614B46AB1141D8880AD7,VTS,1,,2013-01-13 11:03:00,2013-01-13 11:09:00,3,360,1.23,-73.958488,40.769073,-73.950638,40.779090999999994,11,Sunday
268,CE18A060D58A508FE1D9444CD8EAB3E8,6FE23CFBA28098F47E43554785A8F246,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:09:00,1,180,0.44,-73.96769,40.792801000000004,-73.97242,40.790741,11,Sunday
269,A18CC3E9191D21F604DFC2423916E6A2,00567B1CBFD51DDFAC73359B09238922,VTS,1,,2013-01-13 11:00:00,2013-01-13 11:16:00,1,960,3.49,-73.9729,40.795914,-73.996353,40.753288,11,Sunday
270,3B7509562B5CAF1713351D0E0C393739,46925C3CD9127068579C796B01DA562C,VTS,1,,2013-01-13 10:52:00,2013-01-13 10:59:00,1,420,2.6,-73.975594,40.763512,-73.977013,40.792873,10,Sunday
271,245D870198997560A3A5E74D627EDC8D,FAD2AE2448A842D97E420CCDBE5A9E4E,VTS,1,,2013-01-13 11:04:00,2013-01-13 11:08:00,1,240,0.93,-73.987015,40.779114,-73.97966,40.786438000000004,11,Sunday
272,E0DBB7F0BABEA16EF771E3B3BCDD7A9C,086B452CE83DDB523BB01AFDF216E3D5,VTS,1,,2013-01-13 10:58:00,2013-01-13 11:13:00,1,900,4.53,-73.93006899999999,40.761696,-73.988785,40.753361,10,Sunday
273,B16DF0B4526AA90C82ACB7AFFB70FE37,350CC9EF4B66363554D5EE36B3501088,VTS,1,,2013-01-13 10:51:00,2013-01-13 11:14:00,2,1380,9.99,-73.862679,40.768909,-73.964058,40.775494,10,Sunday
274,380CC0362AA13BE5526534F3CF67D566,7EB892DD8E3918ED0B717B9DBD8D6D53,VTS,1,,2013-01-13 11:04:00,2013-01-13 11:12:00,1,480,1.68,-73.977173,40.755627000000004,-73.9645,40.766811,11,Sunday
275,7EA8306E1A78955BC96230C52332575A,6FC82A89B5A5C9D7DC2026A0511B8F59,VTS,1,,2013-01-13 11:03:00,2013-01-13 11:13:00,1,600,1.99,-73.978264,40.783241,-73.955551,40.769642,11,Sunday
276,EA2D23313A561CF88E0BE68B5659C8E7,5B060C0C6997327838F2E08C4F82231B,VTS,1,,2013-01-13 11:07:00,2013-01-13 11:12:00,1,300,0.71,-74.006569,40.738552,-73.997734,40.739216,11,Sunday
277,92478395889291D98F40172218EF0E06,EB945CABC4FDB9FDDA526CB0F8D915B3,VTS,1,,2013-01-13 11:12:00,2013-01-13 11:14:00,1,120,0.43,-73.97470899999999,40.756065,-73.97470899999999,40.756065,11,Sunday
278,68BC16A99E915E44ADA7E639B4DD5F59,AE6EFA05CC49BA5C0EE68A9F1B19560E,VTS,1,,2013-01-13 10:58:00,2013-01-13 11:16:00,2,1080,3.94,-73.9963,40.725346,-73.966927,40.764969,10,Sunday
279,0E0157EB3E6F927FE7FA86C3A0762B3B,4E0569072023608FFEB72F454CCF408B,VTS,1,,2013-01-13 11:08:00,2013-01-13 11:09:00,1,60,0.29,-73.987045,40.74091,-73.982361,40.738772999999995,11,Sunday
280,E2099162DA383A80E2EEF8D61A2612B3,A40155E00B0D5728EDB91EAB68C0A303,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:12:00,1,420,1.59,-73.988136,40.716904,-73.984009,40.725426,11,Sunday
281,3A1C120525EFE99779F39B4866001C49,0497BF4359A27160612B0A75A3A20F58,VTS,1,,2013-01-13 11:09:00,2013-01-13 11:13:00,1,240,0.93,-73.953079,40.786671000000005,-73.957169,40.777683,11,Sunday
282,DEF04DB0FA465C0300D5F0751D7C724E,0D220C5283055FA14EBBE1D74929075F,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:13:00,3,480,1.46,-73.991486,40.750271000000005,-73.980186,40.758793,11,Sunday
283,2DD8ABFB1911B65D1C573D01F25F95F7,98C76751FAE5592B5162BCBC3685239F,VTS,1,,2013-01-13 11:07:00,2013-01-13 11:13:00,1,360,1.14,-73.996193,40.723858,-73.988235,40.734984999999995,11,Sunday
285,984981D1C37073D5B6BF9D11D2CDDB21,B737CB023AE5FBAA5B172DA6244ADC7A,VTS,1,,2013-01-13 11:09:00,2013-01-13 11:16:00,6,420,1.65,-73.988518,40.779026,-73.982201,40.765415000000004,11,Sunday
286,A00DB24BBFAAE27E5CDAF6150C642B03,598A52F4D61C2A9686CCBDCFDE9CE439,VTS,1,,2013-01-13 10:59:00,2013-01-13 11:13:00,1,840,3.89,-74.006271,40.731753999999995,-73.967941,40.767231,10,Sunday
287,3FEEB49F1BAD38D934A998B3603AFCF4,68DE57B9E898836112301E6DAE87C041,VTS,1,,2013-01-13 11:13:00,2013-01-13 11:16:00,1,180,0.9,-73.972092,40.761971,-73.965065,40.772285,11,Sunday
288,9383E6D0EB4524BBC576072BFBE2E053,455ADB88461B5DB5325C8CB6F86FF26B,VTS,1,,2013-01-13 11:13:00,2013-01-13 11:16:00,1,180,0.8,-73.98105600000001,40.779537,-73.975075,40.787533,11,Sunday
289,E53411C1726D6451C3F1D911945E2555,685CD478CC107E8C49ECEC51D13A7DD7,VTS,1,,2013-01-13 11:12:00,2013-01-13 11:15:00,1,180,0.6,-73.945351,40.782696,-73.947372,40.787907000000004,11,Sunday
290,570BEC6BE89198DB9643A0AAA144C434,7C2735772B199BF5F1CE476DEDB7070C,VTS,1,,2013-01-13 10:54:00,2013-01-13 11:14:00,1,1200,4.01,-73.973839,40.791142,-73.95859499999999,40.775982,10,Sunday
291,6BCA6CE04F3A2391FCA2CACC1EEB3CD3,7C92D48CDB2FCB5B007E31ACE93CC5E9,VTS,1,,2013-01-13 11:00:00,2013-01-13 11:06:00,6,360,1.02,-73.99346899999999,40.742283,-73.983749,40.746761,11,Sunday
292,7100E44DAE2F26F9FE128C06E6691013,EF3EF3946F6D1133E98479F4940F0742,VTS,1,,2013-01-13 11:09:00,2013-01-13 11:13:00,6,240,1.05,-73.981934,40.778442,-73.97285500000001,40.790997,11,Sunday
293,D4677BB37EDBA5626C026695A5384F8E,E32A7CD4BDE9EC17A2EADA7A0662D6B6,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:08:00,5,180,0.88,-73.960136,40.776108,-73.96545400000001,40.765976,11,Sunday
294,70F9798AA5CD4F5ED6E5FE6C95FEC92A,62381077872ECDECE4E438D854D7D911,VTS,1,,2013-01-13 11:00:00,2013-01-13 11:08:00,1,480,0.11,-74.006424,40.712811,-74.002258,40.718033,11,Sunday
295,57DB2B9F664268BAEEE62CC12F34F18C,FBE7278FC2F22772363991CA1C557E97,VTS,1,,2013-01-13 11:08:00,2013-01-13 11:12:00,1,240,0.96,-73.983749,40.748669,-73.974998,40.759819,11,Sunday
296,34191B0F711962DA5405CF75A7D520DD,C60BAC6E0F367011E25C8FBEC065CA54,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:11:00,1,540,2.77,-74.001114,40.725819,-73.981499,40.759571,11,Sunday
297,B0060396EFA14B6ADEC80B67CA57D10F,E1BA2677EDAF0A7B1FB02EFAEFBD2513,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:14:00,2,720,1.63,-73.98655699999999,40.766846,-73.96446999999999,40.758873,11,Sunday
298,095634913A7AF53EF36D96132EB841D1,E040FCD0820543D53E5BF71795364887,VTS,1,,2013-01-13 10:48:00,2013-01-13 11:05:00,1,1020,0.43,-74.005257,40.719044,-73.98755600000001,40.755356,10,Sunday
299,39085BDEC7EEBB9528D29A90D42DC993,05911BC0F5A97DABB087678A37DEE1E3,VTS,1,,2013-01-13 11:04:00,2013-01-13 11:10:00,1,360,1.11,-73.978081,40.7528,-73.992378,40.750191,11,Sunday
300,34BE59152742E2CCAB27FA7DCF3118A7,83746074A57D92D56A509FD05B3709B5,VTS,1,,2013-01-13 10:59:00,2013-01-13 11:07:00,1,480,1.53,-73.989456,40.747486,-73.987083,40.733540000000005,10,Sunday
301,5562E98BA4BD4057E5626F1C64AF72B3,F4199818A317391BA1E973E0E75A279F,VTS,1,,2013-01-13 11:00:00,2013-01-13 11:08:00,2,480,1.34,-73.98053,40.688324,-73.973228,40.677776,11,Sunday
302,B304299AAB9F5354FAFC3AF25416A764,64757777EDDC557A0532F3E99EBB4AC4,VTS,1,,2013-01-13 10:57:00,2013-01-13 11:15:00,1,1080,3.52,-73.973602,40.743832,-73.976959,40.77758,10,Sunday
303,6633247B42DC857C59DF308EC65053E7,142067D9E95164F9A069B4C6873BD862,VTS,1,,2013-01-13 11:04:00,2013-01-13 11:10:00,1,360,1.4,-73.994385,40.743793,-73.994102,40.737404,11,Sunday
304,1F2826FDE3A968E90FE1D503096804AF,BAC563FFEA61AB268A755A12F2E6561F,VTS,1,,2013-01-13 11:11:00,2013-01-13 11:13:00,1,120,0.29,-73.968491,40.767395,-73.966881,40.769661,11,Sunday
305,15D1318EA014FD9A96B258E08E82F455,8528C0116910CADD8E9CE558C9492CF8,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:15:00,2,600,2.23,-73.999542,40.761429,-73.969261,40.762710999999996,11,Sunday
306,EB2020681F1B1B72375923FD0F8A73C6,101D3112E1A7B93BCDFA9306FCEE1B88,VTS,1,,2013-01-13 11:08:00,2013-01-13 11:14:00,5,360,0.92,-73.98593100000001,40.752117,-73.991455,40.746525,11,Sunday
307,B33E704CC189E80C9671230C16527BBC,6789C77E1CBDC850C450D72204702976,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:12:00,6,600,3.5,-73.956284,40.779499,-73.989288,40.739845,11,Sunday
308,66764B77F96DF43315499D73AA6DD84E,FA094478696E177A9724AAE5C5CF977C,VTS,1,,2013-01-13 11:11:00,2013-01-13 11:13:00,1,120,0.0,-74.004791,40.725842,-74.004868,40.725876,11,Sunday
309,E47A6E6C81F18BCCC44A72AF9A60E9A6,C231CAD30EADFBD9E32BD75B042D17F4,VTS,1,,2013-01-13 04:31:00,2013-01-13 04:37:00,1,360,1.54,-73.994675,40.680569,-73.978844,40.670173999999996,4,Sunday
310,1FEF6248184207A37D8269071CA74767,F1E2ABEED88EFA7AB497AFC2FE69F0AF,VTS,1,,2013-01-13 04:24:00,2013-01-13 04:35:00,6,660,2.9,-74.00559200000001,40.740707,-73.97258000000001,40.757668,4,Sunday
311,25543063A418CEEBB75EE2F4D358CFF5,977B5B82CF67321D6742AFCCC96DE82F,VTS,1,,2013-01-13 04:25:00,2013-01-13 04:35:00,1,600,2.56,-73.94965400000001,40.784626,-73.949776,40.811939,4,Sunday
312,E0AA965A6EF756AD2C5FBF64E5257F3C,ED9ED73AF728A04C7B221AB0408F34E8,VTS,4,,2013-01-13 03:58:00,2013-01-13 04:38:00,1,2400,25.95,-74.00412800000001,40.742195,-73.60854300000001,40.656883,3,Sunday
313,891EDD34EF8DAD06FF84C2178D7FC346,BF763EFF830D208FFBB97A6FE0375896,VTS,1,,2013-01-13 04:34:00,2013-01-13 04:37:00,2,180,0.75,-73.913818,40.765591,-73.905411,40.772457,4,Sunday
314,67E46ABA60CCF4F36F7B3A746AB5C57C,0525FB65616932808030862383022618,VTS,1,,2013-01-13 04:34:00,2013-01-13 04:36:00,6,120,0.16,-73.91999100000001,40.757874,-73.92144,40.755947,4,Sunday
315,289022F3B34AD3B9FC2146AC60D9A5D7,B34E862BAC46FA091D72A1791C160E7C,VTS,1,,2013-01-13 04:18:00,2013-01-13 04:37:00,2,1140,4.77,-73.960114,40.762001,-73.89750699999999,40.746147,4,Sunday
316,7CA54C91904E6E0D9A538559BE136E10,20211673B01EC5F52E2B180A0C075B9F,VTS,1,,2013-01-13 11:04:00,2013-01-13 11:06:00,5,120,0.77,-73.977097,40.790096000000005,-73.981133,40.784386,11,Sunday
317,F5B5E83EF52481B2BAD92B1CD8FA9EC7,E3D586168AE361713191D71B8C37F9FC,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:07:00,1,60,0.61,-73.99176,40.726768,-73.99176,40.726768,11,Sunday
318,26EB9B3D549523A9BFFD78A7B6E46CE8,1E978D6F1832623DF6827284245F1593,VTS,1,,2013-01-13 11:01:00,2013-01-13 11:09:00,1,480,2.47,-73.985703,40.735298,-73.961014,40.760853000000004,11,Sunday
319,055812F3BA1EEC412E4334F6B8700D25,B7287E249516CA4DEB8FA34ECC7B4CD6,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:12:00,5,600,2.45,-73.981339,40.780125,-73.979858,40.755562,11,Sunday
320,F4BC9C108FC92F91F7546B4B480183F9,1167EF3CF35C5C234607622B912EF42C,VTS,1,,2013-01-13 10:59:00,2013-01-13 11:08:00,6,540,2.98,-73.960274,40.773277,-73.98893000000001,40.742077,10,Sunday
321,C3CB2045128C7DE336B24BE64FCC9B05,6316AADB0C1499EC57327F9A7528CB6F,VTS,1,,2013-01-13 07:52:00,2013-01-13 08:09:00,2,1020,12.61,-73.77668800000001,40.645432,-73.715225,40.758358,7,Sunday
322,FCD0EEBF13F6FEADE22E0B3133928C4A,13E20E8793622D230F12FFA0EA17A20C,VTS,1,,2013-01-13 10:58:00,2013-01-13 11:09:00,2,660,2.85,-73.970413,40.783966,-73.95285,40.810856,10,Sunday
323,39A60F14324688F6BB35EE079D492156,AB7AEC2579E49703DBA4EE1361558FC8,VTS,1,,2013-01-13 10:52:00,2013-01-13 11:09:00,1,1020,4.23,-73.96981,40.689541,-73.95830500000001,40.648604999999996,10,Sunday
324,D83BF451B46974F22850BA3DBBA7729E,70211D5E293D6F009DC28965639A2EC2,VTS,2,,2013-01-13 11:14:00,2013-01-13 11:14:00,1,0,0.01,-73.991867,40.758301,-73.985252,40.755203,11,Sunday
325,6751AB7E34461E5006F078C38B827942,CE91EBFC7864897D3D06C006B4EA0E10,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:08:00,2,360,1.94,-74.006523,40.736931,-74.002342,40.76054,11,Sunday
326,0E6260EC69A2C7B3C0D6EFCCB343DC5F,F57EB07D58D23F870ECAE7EBC2445054,VTS,1,,2013-01-13 11:10:00,2013-01-13 11:15:00,1,300,1.18,-73.9729,40.756081,-73.98273499999999,40.751141,11,Sunday
327,1806525EED22FA486A97A6664D2C796F,E524702111399DE85D34908CB6BB25A3,VTS,1,,2013-01-13 11:09:00,2013-01-13 11:13:00,1,240,1.32,-73.966049,40.794968,-73.97737099999999,40.77943,11,Sunday
328,0531373C01FD1416769E34F5525B54C8,E877BE4EA8F1DDF0D0233B3C49B0921E,VTS,1,,2013-01-13 10:59:00,2013-01-13 11:10:00,1,660,1.77,-73.977173,40.75922,-73.98981500000001,40.762240999999996,10,Sunday
329,479B5CA7ABDC8CADA9F88A31B40880A1,DB8834A033FDAF5C50B3BC883823CF50,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:12:00,1,420,1.23,-74.000786,40.758099,-73.98201,40.752047999999995,11,Sunday
330,7B7B36D82819A97757814B8FCD4A34DA,73661CFD8B44E8D811B68A112015D3D9,VTS,1,,2013-01-13 04:32:00,2013-01-13 04:44:00,5,720,4.42,-73.985359,40.718498,-73.989449,40.690933,4,Sunday
331,2EB25A802FDAC244113D6590C6D462BD,27EE52EF1B3BFA594933D2E8694A6E8D,VTS,1,,2013-01-13 04:27:00,2013-01-13 04:45:00,1,1080,8.33,-73.90519,40.753532,-74.005562,40.653366,4,Sunday
332,9A2AE03736F33FAA33366DAE50DDE253,E92A5CD8DFB7892D9ABDCAD2EEEEA26A,VTS,1,,2013-01-13 04:42:00,2013-01-13 04:46:00,6,240,0.79,-73.987282,40.722424,-73.97801199999999,40.725163,4,Sunday
333,1F3A1D54BB26E5D53A671C14731AF704,D7CE98820A09B431973A55741779922E,VTS,1,,2013-01-13 04:45:00,2013-01-13 04:49:00,1,240,1.07,-73.98880799999999,40.729134,-74.001251,40.726509,4,Sunday
334,93191F5C828803BF328DFE590A90C20B,BF7F3349C8E8846B114CC3C3C1B6F12C,VTS,1,,2013-01-13 04:39:00,2013-01-13 04:46:00,1,420,1.59,-73.999771,40.738556,-73.980515,40.734074,4,Sunday
335,95B64FA5AA320202EDBB357C19FAD3B9,17FA7D845ADB13C658E5CCAE06AA680E,VTS,1,,2013-01-13 04:42:00,2013-01-13 04:46:00,5,240,1.08,-73.989532,40.747303,-73.992104,40.758026,4,Sunday
336,8C98CE7B82F16BCF3044C210CB2E5C7D,18513D6EE467A293A72ED13DC6A40C50,VTS,1,,2013-01-13 04:40:00,2013-01-13 04:46:00,2,360,2.01,-73.987854,40.718578,-73.978279,40.741577,4,Sunday
337,67729E4AC4D46AC951D4EFEF0048CA37,C2A4490116ED5848E660C11705DFEC2D,VTS,1,,2013-01-13 04:40:00,2013-01-13 04:42:00,6,120,0.76,-73.986343,40.756725,-73.990562,40.75087,4,Sunday
338,B5792C4FB3A8665E7C0E8C9BEF3DD470,CA866C496F30F47508598B6BBF7EEE0D,VTS,1,,2013-01-13 04:25:00,2013-01-13 04:45:00,2,1200,6.8,-74.004181,40.741985,-73.949478,40.726246,4,Sunday
339,A556E36C9FE461AE6C7D3C1FCD206C80,55B199FAF4B02FF32D9D27DAF0A4B8CE,VTS,1,,2013-01-13 04:37:00,2013-01-13 04:46:00,1,540,2.02,-73.988739,40.727081,-73.988724,40.748306,4,Sunday
340,150804320CEEFB9C988DE9E230048E17,85285E7FDB8E1555E1EE7ACE109660C0,VTS,1,,2013-01-13 04:41:00,2013-01-13 04:51:00,1,600,1.88,-73.987564,40.732651000000004,-73.97753900000001,40.745529,4,Sunday
341,ABBFB2FEC4DE7D40BB11E8445ACA33DD,963733B0340699CB4FA048D682039A84,VTS,1,,2013-01-13 04:50:00,2013-01-13 04:54:00,1,240,1.07,-73.977692,40.787045,-73.977692,40.787045,4,Sunday
342,2111CFA825ECEE9430C3F075E8DC2E5A,3B23D23383A197F51D7B27F2C22D366A,VTS,1,,2013-01-13 04:39:00,2013-01-13 04:54:00,1,900,4.49,-73.987984,40.731964000000005,-73.954033,40.784386,4,Sunday
343,6FDA7FD58327D58C6CBB34FEC5F6A8CB,06CA3B6DBEF2500BA5F8C27006AA0953,VTS,1,,2013-01-13 04:31:00,2013-01-13 04:50:00,1,1140,6.46,-73.99296600000001,40.757858,-73.979698,40.684925,4,Sunday
344,5F20B4E258CE924E2CCA84507B700840,63CEF88E73C5D4C2273713EB5334142B,VTS,1,,2013-01-13 04:46:00,2013-01-13 04:57:00,6,660,1.69,-73.987312,40.733047,-74.00177,40.719448,4,Sunday
345,37EB3A57CD79BC7FD33F4D21E395A275,AA352BEC955B73F94734A28E7E1D12C6,VTS,1,,2013-01-13 04:51:00,2013-01-13 04:56:00,1,300,1.24,-73.990944,40.748740999999995,-73.99316400000001,40.758217,4,Sunday
346,2AF58A5DD84CB1BDF128F20C7D7D24B2,29149F96B80A473BA7EFD210662577B0,VTS,1,,2013-01-13 04:39:00,2013-01-13 04:56:00,1,1020,7.0,-73.937988,40.796841,-73.90023000000001,40.745899,4,Sunday
347,B753557DB4D65F6B6D9E3612BA4ADE6F,21E159CE3496D7B5F80AA3C4F1370B04,VTS,1,,2013-01-13 04:41:00,2013-01-13 04:54:00,1,780,7.12,-73.963768,40.761402000000004,-73.94088,40.829475,4,Sunday
348,1E583DE106F334DE85ECDA057E05EC8F,77714D4761EA91BD9B8EA8E383A7FE4D,VTS,1,,2013-01-13 04:38:00,2013-01-13 04:56:00,1,1080,4.94,-73.98938000000001,40.75779,-73.955177,40.735855,4,Sunday
349,AAAE3A8B4AC113801A5621390158E8D3,FD4663250A5871F2F397EDE2C1DBE5FA,VTS,1,,2013-01-13 04:25:00,2013-01-13 04:57:00,1,1920,4.05,-73.987465,40.728778999999996,-73.996841,40.76358,4,Sunday
350,76E365EFACA80AA169AD6E1D559486C3,28D137466F98EE08CD629628C8C8813B,VTS,1,,2013-01-13 04:49:00,2013-01-13 04:58:00,3,540,2.06,-73.966675,40.764263,-73.970642,40.745914,4,Sunday
351,262957503E5E28F540C085AC35E2F47F,983A0ACAD58E145F9E59E7CD0EBBB609,VTS,1,,2013-01-13 04:26:00,2013-01-13 04:57:00,1,1860,5.75,-73.921768,40.755508,-74.00102199999999,40.741531,4,Sunday
352,31192E33A41141F325579B7B934EF1A7,B7FB2044B776F94CA3E29C74B1701508,VTS,1,,2013-01-13 04:29:00,2013-01-13 04:59:00,1,1800,11.27,-73.957611,40.717949,-73.945305,40.833282000000004,4,Sunday
353,DB76AD7EC5837383741B8D79F3B89574,AAB1C138DFF278EFFD1CEB2161D6E3A9,VTS,1,,2013-01-13 04:53:00,2013-01-13 04:56:00,1,180,0.79,-73.99225600000001,40.743748,-73.985046,40.747898,4,Sunday
354,0C2AB362250F44D1EDDCFB9A64895E73,8F589F68DC4B16219F46A1A6098A4BDB,VTS,1,,2013-01-13 04:36:00,2013-01-13 04:57:00,6,1260,6.98,-73.999664,40.730968,-73.94420600000001,40.677578000000004,4,Sunday
355,090DFC82C624A617EC0E80818B484427,1F50E9F425B005214DFFBACC8E79667A,VTS,1,,2013-01-13 04:32:00,2013-01-13 04:59:00,5,1620,6.58,-73.98174300000001,40.72094,-73.976959,40.787665999999994,4,Sunday
356,B09CBB3A924A4E59F80E41E8DE9AED49,A50AB9694D390CE50164864B4DCFB0EC,VTS,1,,2013-01-13 04:47:00,2013-01-13 04:59:00,2,720,5.68,-73.99781800000001,40.756344,-73.957001,40.812443,4,Sunday
357,DC0EC18FBD1447F4C672EF4B72367232,F8187E50B06FDF3D68200FCC58357FD9,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:10:00,1,480,1.79,-73.97670699999999,40.749653,-73.998161,40.740742,11,Sunday
358,9CE1F241ACF6201BB96A7DD618482AB6,DE7247A0C62FA5B65BE1AABCFEAAC569,VTS,1,,2013-01-13 10:55:00,2013-01-13 11:07:00,1,720,3.25,-73.9123,40.742641,-73.96579,40.762001,10,Sunday
359,4CF1844ACD94BB5936B1774FC8B671C2,9F430BB17904B5915F7A790EF5960874,VTS,1,,2013-01-13 10:53:00,2013-01-13 11:10:00,1,1020,8.45,-73.873085,40.774139,-73.98338299999999,40.750301,10,Sunday
360,E885DF6A2B39A7CBFDDDDEE03E741934,F984ECD391390BD5CCF06E925CF477EF,VTS,1,,2013-01-13 10:56:00,2013-01-13 11:12:00,5,960,4.18,-73.970253,40.789223,-74.009712,40.747421,10,Sunday
361,76E2426150473A0328A71B36A83B1568,1B3B7F051FD0332BC60CC268FC5AB45B,VTS,1,,2013-01-13 11:02:00,2013-01-13 11:13:00,2,660,2.9,-73.98667900000001,40.766666,-74.008698,40.732239,11,Sunday
362,C1FD73EA10ED14B94601137EC9BAD606,C2E1A960FC87D73FBAB860185D3E7F24,VTS,1,,2013-01-13 11:06:00,2013-01-13 11:12:00,6,360,0.82,-73.96210500000001,40.763489,-73.972778,40.761185,11,Sunday
363,9663D86FFBFA29D35D3BDF9B3F9D0E32,67C983B3D25F92924423D237533FF4DA,VTS,1,,2013-01-13 10:57:00,2013-01-13 11:12:00,1,900,3.06,-74.015175,40.717495,-73.987267,40.733356,10,Sunday
364,AB4F8FB6109800A8FE7472079BD29C9E,E107CC6BB39F11041D20323137DD9F85,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:13:00,1,480,3.43,-73.924904,40.75238,-73.973701,40.751125,11,Sunday
365,F57EAA4370AE5122829BC4D743F2EC58,36125D8E4855479B54FA5F010A18FEDF,VTS,1,,2013-01-13 11:03:00,2013-01-13 11:11:00,1,480,1.58,-73.975189,40.765186,-73.991562,40.750256,11,Sunday
366,51B28E1B848D854B2A634F0478188F4D,FDE4370F03ECB20A57069789E2BFDDC0,VTS,1,,2013-01-13 11:05:00,2013-01-13 11:10:00,5,300,1.34,-73.989281,40.757778,-73.97406,40.764008000000004,11,Sunday
